ssyk96_4	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai	ssyk96_1	ssyk96_2	ssyk96_3
1239 Övriga chefer inom specialområden	2017	14.405073	.26734611	2.7265155	.21466447	.069499195	.35557228	.14651272	.041485932	.013573498	.2739383	.57383621	57.240002	58.380001	11.22	66.339996	69.459999	74.010002	72.300003	71.730003	69.18	66.620003	72.870003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1239 Övriga chefer inom specialområden	2018	16.890081	.26749417	3.1236198	.22738183	.06953492	.42044079	.15400414	.098491088	.018793095	.30134872	.81721592	57.810001	58.380001	11.22	66.620003	69.459999	74.010002	72.019997	71.730003	69.18	66.339996	72.870003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1239 Övriga chefer inom specialområden	2019	22.064156	.26757184	3.9283686	.29876462	.075036921	.46894458	.20740534	.1411702	.036353502	.35918429	.99931055	59.23	58.099998	11.51	66.339996	69.459999	74.010002	72.300003	71.449997	69.18	66.620003	72.870003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1239 Övriga chefer inom specialområden	2020	24.712046	.26760933	3.9530573	.36513525	.089138716	.56347466	.2102329	.34717435	.040176239	.40439624	1.5786796	60.369999	58.380001	11.22	66.620003	69.739998	74.290001	72.300003	71.730003	69.459999	66.620003	73.150002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1239 Övriga chefer inom specialområden	2021	27.131107	.26769513	3.9568219	.43172336	.15778063	.72506291	.22205633	.41673318	.04187268	.42687315	2.0216653	61.790001	58.380001	11.51	66.339996	69.459999	74.010002	72.019997	71.449997	69.459999	66.620003	73.150002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1239 Övriga chefer inom specialområden	2022	29.693634	.26769519	3.9683864	.44608742	.17993049	.75811613	.26332593	.81674355	.042694375	.45902768	2.6844847	62.639999	58.099998	11.51	66.339996	69.459999	74.290001	72.019997	71.730003	69.18	66.620003	72.870003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1239 Övriga chefer inom specialområden	2023	33.372131	.26769528	3.9714217	.44894463	.24524534	.76146013	.43093175	1.0589182	.043172438	.78764898	2.986865	62.93	58.380001	11.22	66.620003	69.739998	74.010002	72.300003	71.730003	69.18	66.620003	72.589996	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	123 Chefer för särskilda funktioner
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2010	.22660524	.074017361		.023293307						.0026738145		34.23	29.4		41.900002						33.099998		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2011	.37774193	.14729546		.027733997						.0053476291		32.810001	29.4		41.900002						33.099998		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2012	.5602178	.15921807		.071305245				.0003111781		.0138631	.0003111781	33.66	29.4		41.900002				34.23		33.099998	34.23	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2013	3.212429	.17114069	1.5211093	.10111651				.00086969521		.022378571	.00086969521	44.18	29.4	61.509998	41.900002				34.23		33.099998	34.23	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2014	5.2762704	.1830633	2.4264283	.13221215			.0018932081	.0075375615		.028550331	.0075375615	43.889999	29.4	61.509998	41.900002			34.23	34.23		33.099998	34.23	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2015	8.8773623	.19605453	3.3317475	.16721961		.020130737	.0031813313	.013648912	.0019477251	.15229133	.055814449	38.209999	29.4	61.509998	41.900002		36.220001	34.23	34.23	35.939999	33.099998	32.810001	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2016	13.072571	.24340074	3.5888808	.17090614	.039843399	.26072997	.08330778	.022687033	.0055186953	.17247804	.39809147	31.389999	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	33.950001	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2017	13.535196	.24501964	3.6120911	.1903168	.054971572	.26076695	.08558441	.024284521	.0079693077	.17958866	.40020874	31.110001	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	33.950001	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2018	15.779456	.24515533	4.138175	.20159172	.054999836	.30833972	.089960471	.057653498	.011033852	.1975584	.56030238	30.540001	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	35.369999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2019	20.481739	.24522652	5.2043071	.26487812	.059351739	.34391108	.12115442	.082636468	.021343963	.23547429	.68007874	30.26	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	35.369999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2020	22.444307	.24526088	5.2370148	.32372087	.07050579	.41323686	.12280612	.20322463	.023588378	.26511434	1.0516322	29.690001	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	33.099998	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2021	24.224791	.2453395	5.242002	.38275641	.12479929	.53174126	.1297127	.24394214	.024584398	.27984977	1.3488507	29.4	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	33.099998	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2022	25.985664	.24533957	5.2573233	.39549124	.1423191	.55598152	.15382005	.47809526	.025066832	.30092967	1.7569124	30.26	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	33.099998	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1311 Chefer för mindre företag inom jordbruk, trädgård, skogsbruk och fiske	2023	28.412117	.24533965	5.2613444	.39802441	.19398099	.55843395	.25172582	.61985648	.025347514	.51636744	1.938167	34.52	29.4	61.509998	41.900002	40.77	36.220001	34.23	34.23	35.939999	33.099998	33.950001	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2010	.25497341	.082974866		.024878984						.0035042348		59.799999	66.339996		55.82						56.110001		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2011	.42691255	.16512102		.029621972						.0070084697		59.799999	66.339996		55.82						56.110001		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2012	.6366033	.1784865		.076159298				.00044075336		.018168632	.00044075336	58.66	66.339996		55.82				56.389999		56.110001	56.389999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2013	3.0860596	.19185197	1.2935239	.10799995				.0012318383		.029328797	.0012318383	31.389999	66.339996	29.690001	55.82				56.389999		56.110001	56.389999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2014	5.0864329	.20521744	2.0633907	.1412124			.0027123175	.01067622		.037417352	.01067622	31.389999	66.339996	29.690001	55.82			58.099998	56.389999		56.110001	56.389999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2015	8.8419209	.21978086	2.8332577	.17860296		.02433908	.0045577558	.019332351	.0026991135	.19958924	.07269261	36.220001	66.339996	29.690001	55.82		57.810001	58.099998	56.389999	56.68	56.110001	56.68	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2016	13.673645	.27285689	3.0519192	.18254046	.045508668	.31523576	.11935145	.03213397	.0076476838	.22604543	.49840295	49.290001	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	57.529999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2017	14.198709	.2746717	3.0716569	.20327248	.06278789	.31528047	.12261306	.034396656	.011043687	.23536444	.50134623	49.57	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	57.529999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2018	16.605673	.27482381	3.5190294	.21531492	.062820174	.37279835	.12888247	.081660554	.015290463	.25891513	.71037591	49.860001	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	57.240002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2019	21.626097	.2749036	4.4256487	.28290951	.067790866	.41580594	.17357269	.1170465	.029577984	.30860674	.86676842	50.43	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	56.959999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2020	23.999645	.27494213	4.4534626	.34575793	.080530897	.49962428	.17593901	.28784785	.032688245	.34745228	1.3606186	52.98	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	56.959999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2021	26.156782	.27503026	4.4577036	.40881228	.14254431	.64290208	.18583375	.34552023	.034068506	.36676419	1.7433187	54.119999	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	56.959999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2022	28.398777	.27503034	4.4707322	.42241403	.16255523	.67220986	.22037132	.67717528	.034737054	.39439097	2.3014038	54.400002	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	56.68	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1312 Chefer för mindre företag inom tillverkning, el-, värme- och vattenförsörjning m.m. 	2023	31.57305	.27503043	4.4741521	.42511964	.22156285	.67517489	.36063671	.87796617	.035126016	.67673838	2.5539451	54.689999	66.339996	29.690001	55.82	57.240002	57.810001	58.099998	56.389999	56.68	56.110001	56.68	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2010	.26167959	.08217822		.027309477						.0035702551		65.769997	63.490002		72.870003						56.68		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2011	.43559915	.16353567		.03251582						.0071405102		63.779999	63.209999		72.589996						56.959999		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2012	.65552688	.17677282		.083599515				.0004631503		.018510932	.0004631503	62.93	63.490002		72.870003				60.650002		56.959999	60.939999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2013	3.0404162	.19000997	1.2287722	.11855076				.0012944343		.029881354	.0012944343	24.860001	63.490002	20.6	72.589996				60.650002		56.959999	60.939999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2014	5.0080447	.20324712	1.9601008	.15500782			.0028696151	.011218733		.0381223	.011218733	26.280001	63.490002	20.879999	72.589996			62.360001	60.939999		56.68	60.650002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2015	8.7681046	.21767072	2.6914294	.19605118		.027414087	.0048220777	.020314727	.0028433395	.20334953	.079188645	31.959999	63.490002	20.879999	72.589996		73.440002	62.07	60.939999	58.66	56.68	66.339996	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2016	13.800139	.27023715	2.8991449	.20037334	.049690962	.35506275	.12627308	.033766862	.0080563352	.23030417	.55255419	52.41	63.490002	20.6	72.870003	67.470001	73.440002	62.07	60.650002	58.66	56.959999	68.32	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2017	14.345167	.27203453	2.9178946	.22313072	.068558164	.35511312	.12972386	.036144525	.011633803	.23979874	.55567151	52.98	63.490002	20.879999	72.870003	67.760002	73.150002	62.07	60.650002	58.66	56.959999	68.040001	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2018	16.785465	.27218518	3.3428724	.23634963	.068593413	.41989782	.13635685	.085810147	.016107503	.26379314	.78312975	54.400002	63.490002	20.879999	72.589996	67.470001	73.440002	62.360001	60.650002	58.380001	56.959999	67.760002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2019	21.875027	.27226421	4.2041078	.31054774	.074020915	.468339	.18363883	.12299424	.031158471	.31442094	.95330822	54.400002	63.209999	20.6	72.589996	67.470001	73.150002	62.360001	60.650002	58.380001	56.68	68.040001	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2020	24.384573	.27230236	4.2305293	.37953597	.087931767	.562747	.18614237	.30247489	.034434926	.35399833	1.4865297	56.959999	63.490002	20.879999	72.589996	67.470001	73.150002	62.360001	60.939999	58.380001	56.68	67.760002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2021	26.704624	.27238965	4.2345581	.44875026	.15564427	.72412658	.19661096	.36307788	.03588894	.37367406	1.9055347	58.380001	63.209999	20.6	72.589996	67.470001	73.150002	62.07	60.650002	58.380001	56.959999	67.760002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2022	29.067051	.27238974	4.2469349	.46368083	.17749421	.75713706	.2331515	.71158606	.036593214	.40182135	2.5007398	59.52	63.209999	20.879999	72.870003	67.470001	73.150002	62.360001	60.939999	58.66	56.959999	65.769997	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1313 Chefer för mindre byggföretag	2023	32.390823	.27238983	4.2501831	.46665075	.2419247	.76047671	.38155138	.92258012	.037002958	.68948823	2.7679584	57.810001	63.490002	20.879999	72.589996	67.470001	73.150002	62.07	60.650002	58.380001	56.68	64.349998	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2010	.25732887	.081887007		.025156669						.0039291428		61.220001	62.639999		58.66						64.349998		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2011	.43082231	.16295615		.029952595						.0078582857		60.939999	62.639999		58.66						64.349998		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2012	.64793509	.1761464		.077009343				.00051054539		.020371681	.00051054539	61.220001	62.639999		58.66				66.620003		64.349998	66.620003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2013	3.0337534	.18933664	1.2320132	.10920538				.0014268963		.032885075	.0014268963	23.719999	62.639999	21.450001	58.66				66.620003		64.349998	66.620003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2014	5.0143046	.20252688	1.965271	.14278853			.0030914531	.012366769		.041954413	.012366769	27.129999	62.639999	21.450001	58.66			66.900002	66.620003		64.349998	66.620003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2015	8.83074	.21689938	2.6985288	.18059643		.025124449	.0051948526	.022393575	.0031567835	.22379053	.079205953	35.369999	62.639999	21.450001	58.66		62.07	66.900002	66.620003	66.339996	64.349998	66.620003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2016	13.860742	.26927951	2.9067922	.18457787	.04786868	.32540774	.13603476	.037222292	.008944449	.25345469	.52754164	54.689999	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	63.779999	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2017	14.411359	.27107054	2.9255912	.20554128	.06604398	.32545388	.1397523	.039843269	.012916289	.26390368	.5309031	57.529999	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	63.490002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2018	16.883871	.27122065	3.3516898	.21771815	.066077933	.38482773	.14689805	.094591275	.017883161	.29031003	.75885218	57.529999	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	64.059998	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2019	22.039022	.27129939	4.2151971	.28606719	.0713064	.42922309	.19783519	.13558048	.034593318	.34602702	.92940295	57.810001	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	64.059998	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2020	24.581356	.27133742	4.2416883	.34961709	.084707111	.51574606	.20053229	.33342773	.038230963	.38958278	1.4749864	59.52	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	65.480003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2021	26.879265	.27142438	4.245728	.4133752	.14993645	.66364712	.21181016	.40023237	.039845265	.41123635	1.8881429	60.650002	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	65.199997	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2022	29.338978	.27142447	4.2581367	.42712879	.1709851	.69390059	.25117549	.78440404	.040627174	.44221303	2.5178039	61.220001	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	66.620003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1314 Chefer för mindre företag inom handel, hotell och restaurang, transport och kommunikation	2023	32.86898	.27142456	4.261394	.42986459	.23305278	.69696134	.41104758	1.0169896	.041082088	.75879663	2.8067183	60.650002	62.639999	21.450001	58.66	63.209999	62.07	66.900002	66.620003	66.339996	64.349998	66.620003	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2010	.26077417	.080945157		.026033852						.0042096982		64.349998	59.23		64.059998						70.879997		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2011	.43579769	.16108185		.030997006						.0084193964		64.349998	59.23		64.059998						70.879997		1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2012	.66043663	.17412038		.079694569				.00054819364		.021826293	.00054819364	64.910004	59.23		64.059998				74.57		70.879997	74.57	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2013	2.9015679	.18715891	1.1103977	.11301325				.0015321176		.035233192	.0015321176	12.64	59.23	6.96	64.059998				74.57		70.879997	74.57	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2014	4.7984896	.20019744	1.7712734	.14776741			.0033195904	.013278711		.044950113	.013278711	12.36	59.23	6.96	64.059998			73.440002	74.57		70.879997	74.57	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2015	8.5828648	.21440463	2.4321492	.18689361		.027327713	.0055782124	.024044905	.0034427107	.23977001	.085655279	23.15	59.23	6.96	64.059998		72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2016	13.774693	.2661823	2.6198545	.19101389	.050478131	.35394403	.14607359	.039967109	.0097545963	.27155229	.57232648	51.560001	59.23	6.96	64.059998	70.309998	72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2017	14.341016	.26795271	2.6367977	.21270826	.069644213	.35399422	.15006547	.04278136	.014086189	.28274739	.5759421	52.700001	59.23	6.96	64.059998	70.309998	72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2018	16.821331	.26810113	3.0208349	.22530971	.06968002	.41857481	.15773855	.10156655	.019502938	.31103924	.82245576	55.259998	59.23	6.96	64.059998	70.309998	72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2019	21.98455	.26817897	3.799103	.29604203	.075193502	.46686336	.21243466	.14557834	.037726622	.37073463	1.0068961	56.110001	59.23	6.96	64.059998	70.309998	72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2020	24.66021	.26821655	3.8229792	.36180782	.08932472	.56097388	.21533079	.35801509	.041693751	.41740045	1.5960459	60.09	59.23	6.96	64.059998	70.309998	72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
1315 Chefer för mindre företag inom finansiell verksamhet, fastighetsbolag, företagstjänster m.m.	2021	27.098364	.2683025	3.8266199	.42778909	.15810987	.72184497	.22744092	.42974597	.043454267	.44060016	2.0433488	61.509998	59.23	6.96	64.059998	70.309998	72.300003	73.440002	74.57	72.870003	70.879997	73.440002	1 Ledningsarbete	13 Ledningsarbete i mindre företag, myndigheter m.m.	131 Chefer för mindre företag och enheter
