ssyk96_4	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai	ssyk96_1	ssyk96_2	ssyk96_3
0110 Militärer	2010																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2011																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2012																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2013																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2014																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2015																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2016																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2017																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2018																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2019																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2020																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2021																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2022																							0 Militärt arbete	01 Militärt arbete	011 Militärer
0110 Militärer	2023																							0 Militärt arbete	01 Militärt arbete	011 Militärer
1110 Högre ämbetsmän och politiker	2010	.24246101	.076826334		.023576558						.003809425		52.41	39.060001		46.450001						62.07		1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2011	.4060955	.15288535		.028071247						.0076188501		52.98	39.060001		46.450001						62.07		1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2012	.6122449	.16526043		.072172329				.000515992		.019750971	.000515992	53.549999	39.060001		46.450001				67.470001		62.07	67.470001	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2013	2.7095151	.17763551	1.046422	.1023461				.0014421188		.031883094	.0014421188	3.55	39.060001	3.27	46.450001				67.470001		62.07	67.470001	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2014	4.4858398	.19001058	1.6692214	.13381986			.0031827411	.0124987		.040676098	.0124987	3.8399999	39.060001	3.27	46.450001			69.739998	67.470001		62.07	67.470001	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2015	8.0176992	.20349485	2.2920208	.16925302		.026641963	.0053482521	.022632474	.0031492217	.21697183	.082125895	7.2399998	39.060001	3.27	46.450001		68.32	69.739998	67.470001	66.050003	62.07	70.599998	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2016	12.93185	.25263786	2.4689112	.17298438	.046119124	.34506232	.14005174	.037619386	.0089230239	.24573213	.55364865	26.85	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	68.610001	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2017	13.45542	.25431821	2.4848783	.19263107	.063630134	.34511125	.14387906	.040268321	.01288535	.25586274	.55706632	29.4	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	68.610001	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2018	15.789456	.25445902	2.8467894	.20404309	.063662849	.40807128	.15123582	.095600389	.017840324	.28146452	.79336518	31.110001	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	69.739998	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2019	20.626396	.2545329	3.5802174	.26809907	.068700217	.4551481	.20367709	.13702688	.034510456	.33548388	.97016191	32.810001	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	70.029999	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2020	23.128395	.25456858	3.6027179	.32765734	.081611142	.54689705	.20645383	.33698481	.038139388	.37771252	1.5326734	41.34	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	70.599998	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2021	25.411869	.25465018	3.6061487	.38741076	.1444564	.7037313	.21806473	.40450209	.039749824	.39870632	1.9627626	47.59	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	70.599998	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2022	27.85594	.25465026	3.6166885	.40030047	.16473575	.73581207	.25859249	.79277223	.040529858	.42873919	2.6062524	50.43	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	70.599998	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1110 Högre ämbetsmän och politiker	2023	31.355038	.25465032	3.6194549	.40286443	.2245349	.73905766	.42318544	1.0278391	.040983684	.73567671	2.8997889	53.549999	39.060001	3.27	46.450001	59.799999	68.32	69.739998	67.470001	66.050003	62.07	70.599998	1 Ledningsarbete	11 Politiskt arbete m.m.	111 Högre ämbetsmän och politiker
1120 Chefstjänstemän i intresseorganisationer	2010	.260777	.081374943		.025698626						.0042440491		64.629997	60.650002		62.07						72.870003		1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2011	.43627912	.16193715		.030597873						.0084880982		64.629997	60.650002		62.07						72.870003		1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2012	.6607182	.17504491		.078668386				.00056777161		.022004396	.00056777161	65.199997	60.650002		62.07				76.849998		72.870003	76.849998	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2013	2.8794796	.18815267	1.0943986	.11155804				.0015868349		.035520691	.0015868349	11.22	60.650002	5.2600002	62.07				76.849998		72.870003	76.849998	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2014	4.7677155	.20126043	1.7457521	.14586468			.0034686117	.01375294		.045316905	.01375294	11.51	60.650002	5.2600002	62.07			76.849998	76.849998		72.870003	76.849998	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2015	8.5599051	.21554305	2.3971057	.18448709		.028426275	.0058286269	.024903635	.003553113	.24172652	.08891701	21.16	60.650002	5.2600002	62.07		79.690002	76.849998	76.849998	77.980003	72.870003	76.279999	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2016	13.850525	.26759565	2.5821064	.1885543	.050760847	.36817241	.15263104	.04139448	.010067411	.27376813	.59477079	54.119999	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	79.120003	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2017	14.420744	.26937547	2.5988057	.20996934	.070034273	.36822462	.15680212	.044309236	.01453791	.28505456	.59851754	58.099998	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	79.120003	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2018	16.926134	.26952463	2.9773095	.22240853	.070070282	.43540135	.16481966	.10519385	.020128366	.31357729	.85441244	58.950001	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	78.269997	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2019	22.128151	.26960289	3.7443638	.29223004	.075614646	.48563105	.22197115	.15077747	.038936455	.37375981	1.0458717	59.799999	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	77.699997	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2020	24.853039	.26964068	3.7678962	.35714903	.089825004	.58352482	.2249973	.37080112	.043030802	.42080641	1.6571443	61.509998	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	76.559998	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2021	27.338873	.26972711	3.7714844	.4222807	.15899542	.75086284	.23765108	.44509375	.044847779	.44419542	2.1216452	63.779999	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	76.559998	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2022	30.00909	.2697272	3.7825072	.43633059	.18131581	.78509218	.28181899	.87232667	.045727853	.47765478	2.8248279	63.779999	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	76.279999	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1120 Chefstjänstemän i intresseorganisationer	2023	33.85648	.26972726	3.7854004	.43912533	.24713352	.78855515	.46119553	1.1309824	.046239883	.81961137	3.1467693	66.620003	60.650002	5.2600002	62.07	71.449997	79.690002	76.849998	76.849998	77.980003	72.870003	75.709999	1 Ledningsarbete	11 Politiskt arbete m.m.	112 Chefstjänstemän i intresseorganisationer
1210 Verkställande direktörer, verkschefer m.fl.	2010	.26962596	.085881546		.025812954						.004298273		70.309998	73.720001		62.639999						74.010002		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2011	.45218956	.17090534		.030733995						.008596546		71.730003	73.720001		62.639999						74.010002		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2012	.68121332	.18473901		.079018354				.00058773736		.022285532	.00058773736	70.879997	73.720001		62.639999				79.970001		74.010002	79.970001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2013	2.9291027	.1985727	1.1041213	.11205432				.001642636		.035974517	.001642636	14.35	73.720001	6.3899999	62.639999				79.970001		74.010002	79.970001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2014	4.8480501	.21240637	1.7612616	.14651358			.0035960213	.014236562		.045895889	.014236562	15.2	73.720001	6.3899999	62.639999			82.809998	79.970001		74.010002	79.970001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2015	8.6914244	.22747996	2.4184017	.1853078		.028171882	.0060427249	.02577937	.0035836294	.2448149	.090003982	28.549999	73.720001	6.3899999	62.639999		78.269997	82.809998	79.970001	79.120003	74.010002	78.550003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2016	14.065073	.28241527	2.605046	.18939312	.051154874	.36487758	.1582375	.042850114	.010153877	.27726591	.5953548	60.939999	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	79.400002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2017	14.644131	.28429365	2.6218936	.21090342	.070577912	.36492932	.1625618	.045867369	.014662771	.28869653	.59921378	61.790001	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	79.690002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2018	17.182045	.2844511	3.0037603	.22339796	.070614196	.43150482	.17087385	.108893	.020301241	.31758368	.85832107	62.93	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	79.690002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2019	22.453663	.28453368	3.7776291	.29353008	.076201595	.48128504	.23012465	.15607958	.03927087	.37853509	1.0521852	63.209999	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	78.839996	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2020	25.217216	.28457355	3.8013704	.35873786	.090522267	.57830268	.23326194	.38384032	.043400381	.42618278	1.6741573	65.199997	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	78.839996	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2021	27.729771	.28466478	3.8049905	.42415929	.16022962	.74414319	.24638052	.46074548	.045232963	.44987065	2.1426892	65.480003	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	78.839996	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2022	30.45668	.28466487	3.8161116	.43827167	.18272327	.77806622	.29217082	.90300196	.046120599	.48375747	2.8637516	66.339996	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	78.550003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1210 Verkställande direktörer, verkschefer m.fl.	2023	34.389294	.28466496	3.8190303	.44107884	.2490519	.78149813	.47813624	1.1707534	.046637025	.83008301	3.1955407	69.459999	73.720001	6.3899999	62.639999	73.150002	78.269997	82.809998	79.970001	79.120003	74.010002	79.120003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	121 Verkställande direktörer, verkschefer m.fl.
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2010	.21776554	.07061474		.022409992						.0026449163		19.459999	17.76		34.52						31.389999		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2011	.36292985	.14052421		.026682286						.0052898326		18.889999	17.76		34.52						31.389999		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2012	.53952378	.15189873		.068601251				.00030694468		.013713269	.00030694468	20.309999	17.76		34.52				33.380001		31.389999	33.380001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2013	3.0710211	.16327325	1.4483157	.09728203				.00085786346		.022136705	.00085786346	29.969999	17.76	50.139999	34.52				33.380001		31.389999	33.380001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2014	5.0444498	.17464778	2.3103104	.12719847			.0018772478	.0074350177		.028241763	.0074350177	29.120001	17.76	50.139999	34.52			31.959999	33.380001		31.389999	33.380001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2015	8.510973	.1870418	3.1723049	.1608784		.019696128	.0031545118	.013463227	.0019473558	.15064539	.054843467	19.459999	17.76	50.139999	34.52		33.099998	31.959999	33.380001	35.650002	31.389999	31.68	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2016	12.576152	.23221149	3.4171329	.16442513	.038607646	.255101	.082605459	.022378391	.005517649	.17061391	.39032876	16.34	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	31.959999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2017	13.024314	.23375596	3.4392323	.1830997	.053266615	.25513718	.084862895	.023954147	.0079677971	.17764769	.39241585	16.34	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	31.959999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2018	15.18792	.23388541	3.9401405	.19394706	.053294003	.30168289	.089202069	.056869157	.011031759	.19542322	.54976875	16.34	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	30.540001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2019	19.720499	.23395333	4.9552522	.25483358	.057510931	.33648628	.12013304	.08151225	.021339916	.23292932	.66749471	17.190001	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	29.690001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2020	21.633385	.23398611	4.9863944	.31144491	.068319038	.40431535	.12177081	.20045988	.023583906	.26224905	1.0330201	17.76	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	31.389999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2021	23.370314	.23406111	4.9911432	.36824173	.12092862	.52026129	.12861916	.24062344	.024579735	.27682522	1.32493	19.18	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	29.690001	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2022	25.093382	.23406118	5.0057306	.38049364	.13790505	.54397827	.15252329	.47159109	.025062079	.29767728	1.7269008	20.879999	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	31.68	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1221 Driftchefer inom jordbruk, trädgård, skogsbruk och fiske	2023	27.478436	.23406126	5.0095596	.38293076	.18796463	.54637772	.24960369	.61142373	.025342708	.51078665	1.9055845	19.18	17.76	50.139999	34.52	31.68	33.099998	31.959999	33.380001	35.650002	31.389999	31.389999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2010	.26000303	.082377382		.026701855						.00355375		62.93	64.629997		68.610001						56.389999		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2011	.43342748	.163932		.031792358						.0071075		61.790001	64.629997		68.610001						56.389999		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2012	.65079594	.17720124		.081739455				.00045755107		.018425357	.00045755107	62.07	64.629997		68.610001				59.799999		56.389999	59.799999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2013	3.051827	.19047046	1.2449601	.11591306				.0012787853		.029743215	.0012787853	27.129999	64.629997	22.59	68.610001				59.799999		56.389999	59.799999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2014	5.0276418	.2037397	1.9859233	.15155898			.0028302907	.011083105		.037946064	.011083105	28.27	64.629997	22.59	68.610001			61.509998	59.799999		56.389999	59.799999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2015	8.7865591	.21819825	2.7268865	.19168913		.026645336	.0047559971	.020069133	.0028072828	.20240945	.077564634	33.380001	64.629997	22.59	68.610001		68.610001	61.509998	59.799999	57.810001	56.389999	62.639999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2016	13.768516	.27089205	2.9373386	.19591512	.048645388	.34510601	.12454268	.033358637	.0079541719	.22923946	.53901637	51.279999	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	65.769997	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2017	14.308552	.27269381	2.9563353	.21816616	.067115597	.34515494	.12794617	.035707556	.011486273	.23869015	.54209024	50.990002	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	65.769997	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2018	16.740517	.27284482	3.3869116	.23109096	.067150101	.40812296	.13448825	.084772751	.015903242	.26257363	.76494128	53.84	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	64.910004	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2019	21.812794	.27292407	4.2594934	.30363819	.072463408	.45520571	.18112229	.1215073	.030763349	.31296739	.93167329	53.84	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	65.199997	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2020	24.288342	.2729623	4.286263	.37109149	.08608155	.54696631	.18359153	.29881814	.033998255	.3523618	1.4550519	55.82	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	63.779999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2021	26.567663	.2730498	4.2903447	.43876576	.15236929	.70382041	.19391666	.35868847	.035433833	.37194657	1.8649807	57.529999	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	64.059998	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2022	28.899982	.27304989	4.3028841	.45336413	.17375948	.73590523	.22995645	.70298338	.036129173	.39996374	2.4509058	57.529999	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	62.93	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1222 Driftchefer inom tillverkning, el-, värme- och vattenförsörjning m.m.	2023	32.186378	.27304995	4.3061752	.45626795	.23683424	.73915124	.37632272	.91142666	.036533721	.68630075	2.7144551	57.240002	64.629997	22.59	68.610001	64.910004	68.610001	61.509998	59.799999	57.810001	56.389999	62.639999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1223 Driftchefer inom byggverksamhet	2010	.26167959	.08217822		.027309477						.0035702551		65.480003	63.209999		72.589996						56.959999		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1223 Driftchefer inom byggverksamhet	2011	.43559915	.16353567		.03251582						.0071405102		64.059998	63.490002		72.870003						56.68		1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1223 Driftchefer inom byggverksamhet	2012	.65552688	.17677282		.083599515				.0004631503		.018510932	.0004631503	63.209999	63.209999		72.589996				60.939999		56.68	60.650002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1223 Driftchefer inom byggverksamhet	2013	3.0404162	.19000997	1.2287722	.11855076				.0012944343		.029881354	.0012944343	24.57	63.209999	20.879999	72.870003				60.939999		56.68	60.650002	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1223 Driftchefer inom byggverksamhet	2014	5.0080447	.20324712	1.9601008	.15500782			.0028696151	.011218733		.0381223	.011218733	26.559999	63.209999	20.6	72.870003			62.07	60.650002		56.959999	60.939999	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
1223 Driftchefer inom byggverksamhet	2015	8.7681046	.21767072	2.6914294	.19605118		.027414087	.0048220777	.020314727	.0028433395	.20334953	.079188645	32.240002	63.209999	20.6	72.870003		73.150002	62.360001	60.650002	58.380001	56.959999	66.050003	1 Ledningsarbete	12 Ledningsarbete i stora och medelstora företag, myndigheter m.m.	122 Drift- och verksamhetschefer
