taxonomy,year,level,code,value
ssyk96,2013,4,0110,15442
ssyk96,2013,4,1110,3138
ssyk96,2013,4,1120,1049
ssyk96,2013,4,1210,23304
ssyk96,2013,4,1221,583
ssyk96,2013,4,1222,8381
ssyk96,2013,4,1223,5868
ssyk96,2013,4,1224,16157
ssyk96,2013,4,1225,2979
ssyk96,2013,4,1226,9355
ssyk96,2013,4,1227,8975
ssyk96,2013,4,1228,15204
ssyk96,2013,4,1229,16742
ssyk96,2013,4,1231,13730
ssyk96,2013,4,1232,4804
ssyk96,2013,4,1233,15941
ssyk96,2013,4,1234,1811
ssyk96,2013,4,1235,5579
ssyk96,2013,4,1236,4576
ssyk96,2013,4,1237,3893
ssyk96,2013,4,1239,19354
ssyk96,2013,4,1311,932
ssyk96,2013,4,1312,5596
ssyk96,2013,4,1313,5090
ssyk96,2013,4,1314,24570
ssyk96,2013,4,1315,12095
ssyk96,2013,4,1316,5334
ssyk96,2013,4,1317,2158
ssyk96,2013,4,1318,1552
ssyk96,2013,4,1319,9857
ssyk96,2013,4,2111,1800
ssyk96,2013,4,2112,131
ssyk96,2013,4,2113,3813
ssyk96,2013,4,2114,1094
ssyk96,2013,4,2121,627
ssyk96,2013,4,2122,1271
ssyk96,2013,4,2131,80290
ssyk96,2013,4,2139,22459
ssyk96,2013,4,2141,7384
ssyk96,2013,4,2142,12900
ssyk96,2013,4,2143,4387
ssyk96,2013,4,2144,18645
ssyk96,2013,4,2145,21073
ssyk96,2013,4,2146,3880
ssyk96,2013,4,2147,997
ssyk96,2013,4,2148,1021
ssyk96,2013,4,2149,13142
ssyk96,2013,4,2211,1712
ssyk96,2013,4,2212,1260
ssyk96,2013,4,2213,731
ssyk96,2013,4,2214,711
ssyk96,2013,4,2221,36782
ssyk96,2013,4,2222,6084
ssyk96,2013,4,2223,2102
ssyk96,2013,4,2224,1773
ssyk96,2013,4,2225,1420
ssyk96,2013,4,2229,1191
ssyk96,2013,4,2231,5827
ssyk96,2013,4,2232,805
ssyk96,2013,4,2233,9730
ssyk96,2013,4,2234,6425
ssyk96,2013,4,2235,8088
ssyk96,2013,4,2236,887
ssyk96,2013,4,2310,35633
ssyk96,2013,4,2321,26158
ssyk96,2013,4,2322,10407
ssyk96,2013,4,2323,16705
ssyk96,2013,4,2330,79823
ssyk96,2013,4,2340,6526
ssyk96,2013,4,2351,6616
ssyk96,2013,4,2359,14531
ssyk96,2013,4,2411,26777
ssyk96,2013,4,2412,21668
ssyk96,2013,4,2413,22009
ssyk96,2013,4,2414,12305
ssyk96,2013,4,2419,26503
ssyk96,2013,4,2421,3999
ssyk96,2013,4,2422,1607
ssyk96,2013,4,2423,8326
ssyk96,2013,4,2429,4673
ssyk96,2013,4,2431,3215
ssyk96,2013,4,2432,5558
ssyk96,2013,4,2441,1322
ssyk96,2013,4,2442,876
ssyk96,2013,4,2443,376
ssyk96,2013,4,2444,1907
ssyk96,2013,4,2451,26166
ssyk96,2013,4,2452,289
ssyk96,2013,4,2453,4182
ssyk96,2013,4,2454,251
ssyk96,2013,4,2455,1552
ssyk96,2013,4,2456,6774
ssyk96,2013,4,2460,3482
ssyk96,2013,4,2470,51818
ssyk96,2013,4,2480,6866
ssyk96,2013,4,2491,7990
ssyk96,2013,4,2492,28570
ssyk96,2013,4,3111,8601
ssyk96,2013,4,3112,26215
ssyk96,2013,4,3113,11397
ssyk96,2013,4,3114,16762
ssyk96,2013,4,3115,28391
ssyk96,2013,4,3116,2275
ssyk96,2013,4,3117,1279
ssyk96,2013,4,3118,2154
ssyk96,2013,4,3119,28299
ssyk96,2013,4,3121,41580
ssyk96,2013,4,3122,2121
ssyk96,2013,4,3131,2974
ssyk96,2013,4,3132,2355
ssyk96,2013,4,3133,669
ssyk96,2013,4,3134,3472
ssyk96,2013,4,3141,646
ssyk96,2013,4,3142,1768
ssyk96,2013,4,3143,1584
ssyk96,2013,4,3144,815
ssyk96,2013,4,3145,804
ssyk96,2013,4,3151,2306
ssyk96,2013,4,3152,6061
ssyk96,2013,4,3211,1627
ssyk96,2013,4,3212,1441
ssyk96,2013,4,3221,8217
ssyk96,2013,4,3222,4111
ssyk96,2013,4,3223,1162
ssyk96,2013,4,3224,1876
ssyk96,2013,4,3225,3647
ssyk96,2013,4,3226,10504
ssyk96,2013,4,3227,2075
ssyk96,2013,4,3228,3761
ssyk96,2013,4,3229,1757
ssyk96,2013,4,3231,5522
ssyk96,2013,4,3232,3081
ssyk96,2013,4,3233,10499
ssyk96,2013,4,3234,4173
ssyk96,2013,4,3235,3110
ssyk96,2013,4,3239,46642
ssyk96,2013,4,3240,9594
ssyk96,2013,4,3310,89053
ssyk96,2013,4,3320,6377
ssyk96,2013,4,3411,2098
ssyk96,2013,4,3412,11782
ssyk96,2013,4,3413,10717
ssyk96,2013,4,3414,701
ssyk96,2013,4,3415,96178
ssyk96,2013,4,3416,15615
ssyk96,2013,4,3417,5074
ssyk96,2013,4,3418,27555
ssyk96,2013,4,3419,21933
ssyk96,2013,4,3421,619
ssyk96,2013,4,3422,4847
ssyk96,2013,4,3423,13623
ssyk96,2013,4,3429,4927
ssyk96,2013,4,3431,48361
ssyk96,2013,4,3432,1717
ssyk96,2013,4,3433,24898
ssyk96,2013,4,3441,1636
ssyk96,2013,4,3442,4466
ssyk96,2013,4,3443,14719
ssyk96,2013,4,3449,71
ssyk96,2013,4,3450,16987
ssyk96,2013,4,3461,19438
ssyk96,2013,4,3462,15262
ssyk96,2013,4,3471,7513
ssyk96,2013,4,3472,374
ssyk96,2013,4,3473,1739
ssyk96,2013,4,3474,106
ssyk96,2013,4,3475,5936
ssyk96,2013,4,3476,1717
ssyk96,2013,4,3480,1247
ssyk96,2013,4,4111,2437
ssyk96,2013,4,4112,26270
ssyk96,2013,4,4120,47472
ssyk96,2013,4,4131,55374
ssyk96,2013,4,4132,7704
ssyk96,2013,4,4140,3367
ssyk96,2013,4,4150,19492
ssyk96,2013,4,4190,83550
ssyk96,2013,4,4211,15955
ssyk96,2013,4,4212,2077
ssyk96,2013,4,4213,1919
ssyk96,2013,4,4214,154
ssyk96,2013,4,4215,1234
ssyk96,2013,4,4221,5902
ssyk96,2013,4,4222,24000
ssyk96,2013,4,4223,12893
ssyk96,2013,4,4224,4138
ssyk96,2013,4,5111,2216
ssyk96,2013,4,5112,3323
ssyk96,2013,4,5113,743
ssyk96,2013,4,5121,2638
ssyk96,2013,4,5122,37241
ssyk96,2013,4,5123,20638
ssyk96,2013,4,5131,97342
ssyk96,2013,4,5132,175980
ssyk96,2013,4,5133,154723
ssyk96,2013,4,5134,67069
ssyk96,2013,4,5135,10410
ssyk96,2013,4,5139,9632
ssyk96,2013,4,5141,9877
ssyk96,2013,4,5142,1230
ssyk96,2013,4,5149,1138
ssyk96,2013,4,5151,5311
ssyk96,2013,4,5152,18152
ssyk96,2013,4,5153,7738
ssyk96,2013,4,5159,2832
ssyk96,2013,4,5210,92
ssyk96,2013,4,5221,74396
ssyk96,2013,4,5222,104734
ssyk96,2013,4,5223,5064
ssyk96,2013,4,5224,2046
ssyk96,2013,4,5225,6735
ssyk96,2013,4,5226,4846
ssyk96,2013,4,5227,12516
ssyk96,2013,4,6111,1827
ssyk96,2013,4,6112,2300
ssyk96,2013,4,6113,12943
ssyk96,2013,4,6121,6213
ssyk96,2013,4,6122,449
ssyk96,2013,4,6129,1224
ssyk96,2013,4,6130,4812
ssyk96,2013,4,6140,4017
ssyk96,2013,4,6151,177
ssyk96,2013,4,6152,374
ssyk96,2013,4,6153,49
ssyk96,2013,4,7111,3016
ssyk96,2013,4,7112,776
ssyk96,2013,4,7121,10822
ssyk96,2013,4,7122,9179
ssyk96,2013,4,7123,48019
ssyk96,2013,4,7124,15465
ssyk96,2013,4,7129,19133
ssyk96,2013,4,7131,2951
ssyk96,2013,4,7132,3863
ssyk96,2013,4,7133,1869
ssyk96,2013,4,7134,2307
ssyk96,2013,4,7135,19382
ssyk96,2013,4,7136,26768
ssyk96,2013,4,7137,37704
ssyk96,2013,4,7139,2557
ssyk96,2013,4,7141,14284
ssyk96,2013,4,7142,3106
ssyk96,2013,4,7143,5217
ssyk96,2013,4,7211,1028
ssyk96,2013,4,7212,15443
ssyk96,2013,4,7213,9673
ssyk96,2013,4,7214,1867
ssyk96,2013,4,7215,49
ssyk96,2013,4,7216,225
ssyk96,2013,4,7221,3237
ssyk96,2013,4,7222,3326
ssyk96,2013,4,7223,962
ssyk96,2013,4,7224,1365
ssyk96,2013,4,7231,30308
ssyk96,2013,4,7232,561
ssyk96,2013,4,7233,21966
ssyk96,2013,4,7241,15062
ssyk96,2013,4,7242,9758
ssyk96,2013,4,7243,1917
ssyk96,2013,4,7311,4231
ssyk96,2013,4,7312,100
ssyk96,2013,4,7313,409
ssyk96,2013,4,7321,59
ssyk96,2013,4,7322,314
ssyk96,2013,4,7323,16
ssyk96,2013,4,7324,336
ssyk96,2013,4,7330,129
ssyk96,2013,4,7341,2809
ssyk96,2013,4,7342,84
ssyk96,2013,4,7343,190
ssyk96,2013,4,7344,515
ssyk96,2013,4,7411,2480
ssyk96,2013,4,7412,5808
ssyk96,2013,4,7413,205
ssyk96,2013,4,7421,1773
ssyk96,2013,4,7422,36
ssyk96,2013,4,7431,654
ssyk96,2013,4,7432,18
ssyk96,2013,4,7433,189
ssyk96,2013,4,7434,550
ssyk96,2013,4,7435,763
ssyk96,2013,4,7441,56
ssyk96,2013,4,7442,293
ssyk96,2013,4,8111,1040
ssyk96,2013,4,8112,657
ssyk96,2013,4,8121,6573
ssyk96,2013,4,8122,4207
ssyk96,2013,4,8123,979
ssyk96,2013,4,8124,565
ssyk96,2013,4,8125,1339
ssyk96,2013,4,8130,1362
ssyk96,2013,4,8141,5545
ssyk96,2013,4,8142,472
ssyk96,2013,4,8143,2920
ssyk96,2013,4,8144,6698
ssyk96,2013,4,8150,6009
ssyk96,2013,4,8160,11324
ssyk96,2013,4,8170,1095
ssyk96,2013,4,8211,34688
ssyk96,2013,4,8212,2292
ssyk96,2013,4,8221,3666
ssyk96,2013,4,8222,665
ssyk96,2013,4,8223,4529
ssyk96,2013,4,8224,285
ssyk96,2013,4,8229,2348
ssyk96,2013,4,8231,2329
ssyk96,2013,4,8232,8418
ssyk96,2013,4,8240,9716
ssyk96,2013,4,8251,5259
ssyk96,2013,4,8252,1817
ssyk96,2013,4,8253,3315
ssyk96,2013,4,8261,45
ssyk96,2013,4,8262,712
ssyk96,2013,4,8263,529
ssyk96,2013,4,8264,2705
ssyk96,2013,4,8265,83
ssyk96,2013,4,8269,968
ssyk96,2013,4,8271,7170
ssyk96,2013,4,8272,2630
ssyk96,2013,4,8273,455
ssyk96,2013,4,8274,5002
ssyk96,2013,4,8275,809
ssyk96,2013,4,8276,154
ssyk96,2013,4,8277,232
ssyk96,2013,4,8278,1217
ssyk96,2013,4,8279,398
ssyk96,2013,4,8281,12947
ssyk96,2013,4,8282,11125
ssyk96,2013,4,8283,17078
ssyk96,2013,4,8284,2739
ssyk96,2013,4,8285,498
ssyk96,2013,4,8290,30293
ssyk96,2013,4,8311,4388
ssyk96,2013,4,8312,1113
ssyk96,2013,4,8321,17933
ssyk96,2013,4,8322,23963
ssyk96,2013,4,8323,56727
ssyk96,2013,4,8331,6551
ssyk96,2013,4,8332,15525
ssyk96,2013,4,8333,1575
ssyk96,2013,4,8334,12013
ssyk96,2013,4,8340,1768
ssyk96,2013,4,9110,215
ssyk96,2013,4,9121,527
ssyk96,2013,4,9122,71122
ssyk96,2013,4,9123,581
ssyk96,2013,4,9130,67680
ssyk96,2013,4,9141,7176
ssyk96,2013,4,9142,8485
ssyk96,2013,4,9143,540
ssyk96,2013,4,9150,9638
ssyk96,2013,4,9190,30340
ssyk96,2013,4,9210,3550
ssyk96,2013,4,9310,5282
ssyk96,2013,4,9320,27004
ssyk96,2013,4,9330,14837
