taxonomy,level,code,label,year,n_children,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pct_rank_allapps,pct_rank_stratgames,pct_rank_videogames,pct_rank_imgrec,pct_rank_imgcompr,pct_rank_imggen,pct_rank_readcompr,pct_rank_lngmod,pct_rank_translat,pct_rank_speechrec,pct_rank_genai
ssyk96,1,1,"Legislators, senior officials and managers",2012,3,0.6763390249803506,0.18045628812048736,,0.08157625979881096,,,,0.0005522720409854911,,0.021742230965849714,0.0005522720409854911,0.7777777777777778,0.6666666666666666,,0.6666666666666666,,,,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2013,3,3.025054655302546,0.19396926256698324,1.179329242141211,0.11568163090914577,,,,0.0015435159469166192,,0.035097492610445404,0.0015435159469166192,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,,,,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2014,3,5.001785123175131,0.20748223756277978,1.8812310152031118,0.1512563769031443,,,0.003370449479187231,0.013377499211889046,,0.044776991446367154,0.013377499211889046,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2015,3,8.900198194439819,0.2222063910115564,2.583132790888028,0.19130640660633047,,0.0280124936240854,0.005663675693763651,0.024223790484596167,0.0034213593123870205,0.2388465459263818,0.08702987823367,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.6666666666666666,,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2016,3,14.217474098436487,0.27586814927379355,2.782490394829188,0.1955239629520086,0.051094610906515105,0.3628132147053381,0.14831155854584546,0.04026445171962173,0.009694099462023997,0.27050641616366394,0.5841519491047718,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2017,3,14.794512409735043,0.2777029928256646,2.8004855488381257,0.2177305755452984,0.07049476723473998,0.3628646637989678,0.15236460193516274,0.04309963893655448,0.01399882682215183,0.28165838840808993,0.5878009732744854,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2018,3,17.34745169411159,0.27785678276838544,3.2083631995281707,0.23062956868125192,0.07053100912525793,0.42906352536412895,0.1601552461509491,0.10232217193726244,0.019381981320759273,0.309841284582735,0.8382055312915967,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2019,3,22.65986366970761,0.27793746315755385,4.034944700778337,0.30303194277807943,0.07611182773640324,0.4785620852933345,0.21568934744017665,0.1466614060744307,0.03749264678608004,0.3693067674352291,1.0255565634900867,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2020,3,25.377390604178483,0.27797640759081604,4.060303130051446,0.3703505595499724,0.09041562653651346,0.5750308669761913,0.2186298465195268,0.36067862355887004,0.041435170347524405,0.41579284981569303,1.6228567109783716,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2021,3,27.85384221752002,0.2780655120207798,4.064169853960669,0.4378897475464488,0.1600408491671192,0.7399330933859867,0.23092551598494812,0.43294315447927856,0.043184770334133794,0.43890321388038145,2.077924144607352,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2022,3,30.49370366719763,0.27806559464902436,4.0760482825129625,0.4524589651316737,0.18250800244003587,0.773664170623474,0.27384347336084663,0.8485130147177272,0.044032211801767446,0.47196392689936323,2.763555623777287,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2023,3,34.28466114982683,0.27806568239434126,4.079165996428499,0.45535700186865213,0.2487584871398231,0.7770767222913676,0.44814363593627693,1.1001077050537194,0.044525254331559454,0.8098463755139236,3.0770517657274334,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,2,Professionals,2010,4,0.29376540374562476,0.09308498653282823,,0.028690600415207584,,,,,,0.004603617818556291,,1.0,1.0,,1.0,,,,,,0.8888888888888888,
ssyk96,1,2,Professionals,2011,4,0.4918693411303184,0.18524026854966713,,0.03416024294463625,,,,,,0.009207235682926565,,1.0,1.0,,1.0,,,,,,0.8888888888888888,
ssyk96,1,2,Professionals,2012,4,0.7416307890820385,0.2002342679861925,,0.08782738129279948,,,,0.0006257599701758052,,0.023868675842897136,0.0006257599701758052,1.0,1.0,,1.0,,,,1.0,,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2013,4,3.262342762629702,0.21522826281529392,1.255523682166384,0.1245462177881835,,,,0.0017489034981026542,,0.038530115881784725,0.0017489034981026542,0.6666666666666666,1.0,0.2222222222222222,1.0,,,,1.0,,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2014,4,5.398855363972575,0.2302222618142437,2.0027740542825625,0.1628470293909418,,,0.0038531112952249844,0.015157572146880731,,0.04915629268397173,0.015157572146880731,0.7777777777777778,1.0,0.2222222222222222,1.0,,,1.0,1.0,,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2015,4,9.628137163005945,0.24656017540521283,2.750024475111012,0.20596605784106017,,0.03058604164305513,0.0064747368328940515,0.027447122104602987,0.00380419764035508,0.2622063310465013,0.09670783260149492,0.8888888888888888,1.0,0.2222222222222222,1.0,,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2016,4,15.4719983043948,0.30610325285222956,2.9622622481081238,0.2105067994981095,0.055405072232031116,0.39614538388093185,0.16955036831745193,0.04562222843929323,0.010778836016115942,0.29696261204243957,0.6430399880048524,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2017,4,16.102805239610806,0.3081392026041423,2.981420079541966,0.23441509133312674,0.07644187196673408,0.39620155612661684,0.17418382389412618,0.04883467882110643,0.015565247645315104,0.3092052769367644,0.6471560333571184,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2018,4,18.88748282272185,0.3083098451528479,3.4156499805773297,0.24830252150409815,0.07648117152604897,0.46848220426415416,0.18309012193758817,0.11593763822939701,0.021550758709437068,0.34014452714573096,0.9254641460494346,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2019,4,24.678203610013018,0.30839936619315134,4.295635461670222,0.3262530313111296,0.08253280152329834,0.5225282693414224,0.24657692629083547,0.1661768642582635,0.04168794541993943,0.40542588796427476,1.1336936714898485,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2020,4,27.670170713910927,0.30844258228787824,4.3226323392688615,0.398730223819006,0.09804330089501746,0.6278597821027763,0.2499385200087949,0.40867221931653813,0.04607162342434416,0.45645841846582624,1.8003275795881455,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2021,4,30.391036876585392,0.3085414477355492,4.326748825177825,0.47144487461220214,0.17354227097230818,0.8079118245373641,0.2639949748346504,0.4905526146376691,0.04801699773003998,0.48182903701752233,2.3044666262871125,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2022,4,33.32666437020409,0.30854154180533094,4.3393947133345785,0.4871305188897718,0.19790480036707866,0.8447418071856861,0.3130589622221913,0.9614201584905911,0.04895926510439719,0.5181231700477157,3.074856341656635,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2023,4,37.546488876107304,0.30854163578001237,4.342713763497669,0.49025063110971173,0.2697443300262615,0.848467890662299,0.5123196056939969,1.2464932005795148,0.049507477661119036,0.8890513668844798,3.4286684731046475,0.8888888888888888,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,3,Technicians and associate professionals,2010,4,0.2689104689794482,0.08536912747864325,,0.02670318019483526,,,,,,0.004018762481740308,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,,,0.6666666666666666,
ssyk96,1,3,Technicians and associate professionals,2011,4,0.44962187089900246,0.16988561638731006,,0.031793936906105394,,,,,,0.008037524952150587,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,,,0.6666666666666666,
ssyk96,1,3,Technicians and associate professionals,2012,4,0.6761277584705054,0.18363675438851304,,0.08174351208114197,,,,0.0005137801460565402,,0.020836337759506978,0.0005137801460565402,0.6666666666666666,0.7777777777777778,,0.7777777777777778,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2013,4,3.2044368234106595,0.1973878894077203,1.3153749363709586,0.11591880615583562,,,,0.001435936992452203,,0.033635151171216605,0.001435936992452203,0.4444444444444444,0.7777777777777778,0.3333333333333333,0.7777777777777778,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2014,4,5.291489037466356,0.211139027761453,2.0982470285731254,0.15156649029052296,,,0.003125819218346252,0.012445122901436251,,0.04291135116425144,0.012445122901436251,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.7777777777777778,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2015,4,9.286020920951241,0.22612268674256916,2.881119112109694,0.19169862790986725,,0.02657043448871066,0.0052526010598979486,0.022535456415539713,0.0031714902000759444,0.22889496697481318,0.08173217009532252,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2016,4,14.519469973875552,0.2807302103319703,3.1034743214743874,0.1959248326309192,0.049788113162959995,0.344135910966506,0.13754697333589894,0.03745812574506233,0.008986118850841962,0.2592357221607196,0.5513890988686777,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2017,4,15.090955356756545,0.28259739365771336,3.123545414737681,0.21817697469197564,0.06869220482861407,0.344184709939952,0.14130584394257903,0.04009570757237486,0.012976462900570028,0.26992304449185334,0.5547903800027294,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2018,4,17.67226187159165,0.2827538895912258,3.578475188055337,0.2311024120848002,0.06872751945546561,0.40697571373862407,0.148531037807318,0.09519058416789448,0.01796647438037899,0.29693169657813195,0.789874137663003,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2019,4,23.054210694806194,0.28283599320074404,4.5004098695267425,0.3036532300650268,0.07416563816645522,0.45392613236842366,0.2000344237626711,0.13643949208005524,0.03475447916116942,0.35391954647518337,0.9657617121131182,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2020,4,25.68292383084186,0.28287562552424544,4.5286936710396954,0.3711098708963236,0.08810368520504545,0.5454287906993224,0.20276149831191886,0.3355402768813292,0.03840907174807106,0.3984687749410008,1.5253134437432236,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2021,4,28.06730612190567,0.28296629470767004,4.533006358621927,0.43878752785101965,0.1559485825660314,0.7018419925408346,0.21416473974935743,0.40276816633704254,0.04003089496833071,0.42061623981054275,1.953282070370726,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2022,4,30.587915225435513,0.2829663829403462,4.546255062620583,0.4533866155671333,0.1778412448595972,0.7338366261724157,0.2539676734454475,0.789373893074873,0.04081644535588716,0.4522994734587915,2.593491774899983,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2023,4,34.19091642600769,0.2829664709885944,4.549732415476152,0.45629059367606145,0.2423976929117627,0.7370734995888755,0.41561697628194794,1.0234330919588155,0.04127348021277386,0.7761040045654728,2.8856334126440863,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,4,Clerks,2010,2,0.2915308399674458,0.0905303765949646,,0.028577132278217354,,,,,,0.004962907450058292,,0.8888888888888888,0.8888888888888888,,0.8888888888888888,,,,,,1.0,
ssyk96,1,4,Clerks,2011,2,0.48799829362268987,0.1801565666657748,,0.03402514379140786,,,,,,0.009925814896040618,,0.8888888888888888,0.8888888888888888,,0.8888888888888888,,,,,,1.0,
ssyk96,1,4,Clerks,2012,2,0.7394879222672949,0.19473906456488224,,0.08748003607484599,,,,0.0005991194830487548,,0.025731507102010588,0.0005991194830487548,0.8888888888888888,0.8888888888888888,,0.8888888888888888,,,,0.8888888888888888,,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2013,2,3.433607257459116,0.20932157334789037,1.3770277130812454,0.12405365381085756,,,,0.0016744473660314457,,0.04153719884160885,0.0016744473660314457,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,,,,0.8888888888888888,,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2014,2,5.676928872744619,0.22390407552981803,2.19659370061063,0.16220299315132286,,,0.0035514720097783643,0.014512268775761457,,0.05299269626826316,0.014512268775761457,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,,,0.8888888888888888,0.8888888888888888,,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2015,2,10.067127369086252,0.2397936228517414,3.016159769959992,0.2051514879918965,,0.026852118207598315,0.005967864569480598,0.026278615030349943,0.0038809868756604802,0.2826702313859106,0.0885662808415547,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2016,2,15.741392719903294,0.29770259872449334,3.2489369024842483,0.2096742753898222,0.05453307505788723,0.34778421293207573,0.15627718394437756,0.043679952868617374,0.010996410986824787,0.32013906792102265,0.5758793600826915,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2017,2,16.378833609980315,0.2996826767095732,3.2699487606355397,0.23348800776589645,0.07523878296380813,0.34783353141094736,0.16054790745556766,0.04675563977446502,0.015879438150530358,0.33333721063719585,0.5797808178686557,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2018,2,19.194712841105567,0.2998486393361746,3.746201417349604,0.24732052008377448,0.07527746594424058,0.4112902028925457,0.16875697625481464,0.11100182377797845,0.021985769038717833,0.36669111375755725,0.8347728228948391,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2019,2,25.087162461505137,0.29993569629710326,4.711348030000191,0.3249627422297715,0.08123384911780351,0.458738362719072,0.22727374251708934,0.15910221154427945,0.0425294330511566,0.43706735790592405,1.025559943084813,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2020,2,28.012502964483435,0.2999777315227529,4.7409575595241735,0.3971532937609974,0.0965002367290261,0.5512110751843358,0.23037217346810518,0.39127380837811926,0.047001597948222264,0.4920827310297893,1.6423102395013027,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2021,2,30.629330936372785,0.3000738824571412,4.745472372131759,0.4695803768968077,0.1708109600945728,0.7092824823826679,0.2433282273017921,0.4696683068445999,0.04898624001487874,0.519433398048277,2.100697146813702,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2022,2,33.47815546132995,0.30007397552812975,4.7593420499391605,0.48520398030525136,0.19479005969350635,0.7416162989194364,0.288551262665813,0.9204896038958648,0.049947527462642305,0.5585600939772821,2.824543132840561,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2023,2,37.65604632542413,0.30007407108301637,4.762982296051131,0.4883117627874293,0.2654989382426785,0.7448874940213673,0.47221285926265694,1.1934261762471252,0.050506805103373915,0.9584373965611045,3.160319012309437,1.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,5,Service workers and shop sales workers,2010,2,0.22662809813042678,0.0727388891341947,,0.022021529826749035,,,,,,0.0034051821865785023,,0.5555555555555556,0.3333333333333333,,0.2222222222222222,,,,,,0.5555555555555556,
ssyk96,1,5,Service workers and shop sales workers,2011,2,0.3796380669626858,0.1447512858892498,,0.026219765580124055,,,,,,0.006810364362357184,,0.5555555555555556,0.3333333333333333,,0.2222222222222222,,,,,,0.5555555555555556,
ssyk96,1,5,Service workers and shop sales workers,2012,2,0.5686205145389561,0.156467961933258,,0.06741209006681714,,,,0.0003972898691462472,,0.017655068125465204,0.0003972898691462472,0.5555555555555556,0.3333333333333333,,0.2222222222222222,,,,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2013,2,2.977828969875945,0.1681846348836838,1.3162241649186444,0.09559570924596321,,,,0.001110364472582733,,0.02849977205800072,0.001110364472582733,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,,,,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2014,2,4.913702159461499,0.17990131047730787,2.0996016657906282,0.12499357464054411,,,0.0023440345425363254,0.009623417871382392,,0.036359692245408755,0.009623417871382392,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,,,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2015,2,8.502902612685206,0.19266816226032657,2.8829792254157214,0.158089677025679,,0.02076197621082152,0.003938896558723896,0.01742595200412693,0.0025343948142621223,0.19394752617634994,0.06354754701029736,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2016,2,12.880380418838103,0.23919658239638852,3.105478027024952,0.16157493185445387,0.04063365292930525,0.26890569625118343,0.10314571235858308,0.028965178890857105,0.007180969380365869,0.21965588541747452,0.42984849386823293,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2017,2,13.364528184462872,0.24078751854809208,3.1255620655585923,0.17992578956215974,0.056061879283036554,0.2689438264981363,0.10596447024299778,0.031004736472919958,0.0103697253745652,0.228711478452714,0.4324818610857652,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2018,2,15.633637599816137,0.24092086188586104,3.580785580518135,0.19058511612935844,0.056090701227687674,0.31800834198980044,0.11138260242380124,0.07360785491545344,0.01435733305399422,0.25159648208939955,0.6152445757776911,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2019,2,20.36868320360527,0.2409908148365134,4.5033155265667215,0.25041619065348136,0.06052892058469324,0.3546951089578519,0.15000470946676134,0.10550432447502331,0.02777293027879766,0.2998834828088789,0.7519857678767251,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2020,2,22.52076893038912,0.24102458781132327,4.531617409297667,0.3060462091421216,0.07190420160197791,0.4261947318551216,0.1520497249622494,0.2594626399564902,0.03069338096852844,0.337630983085665,1.1864907581370088,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2021,2,24.44487444494445,0.2411018430561776,4.535933117430503,0.3618584989036942,0.12727456551471153,0.5484150607575042,0.1606009540934691,0.31144782903622675,0.03198940948882386,0.3563969953904076,1.519515134894749,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2022,2,26.469875406731198,0.24110191819067756,4.549190252457367,0.37389804102671875,0.14514185862869666,0.5734154739465959,0.19044895408740348,0.610397757338928,0.03261715604922961,0.3832428736817454,2.015717085734897,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2023,2,29.36884408252073,0.24110199002003188,4.552669928177383,0.3762928952245482,0.19782841104830073,0.575944743045947,0.31166887296605783,0.7913882946257372,0.032982382033435405,0.6576092627304564,2.241867029331602,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,6,Skilled agricultural and fishery workers,2010,1,0.21622253682041587,0.07046241576902719,,0.022317972573767633,,,,,,0.0025402162478900684,,0.2222222222222222,0.2222222222222222,,0.3333333333333333,,,,,,0.3333333333333333,
