taxonomy,level,code,label,year,n_children,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pct_rank_allapps,pct_rank_stratgames,pct_rank_videogames,pct_rank_imgrec,pct_rank_imgcompr,pct_rank_imggen,pct_rank_readcompr,pct_rank_lngmod,pct_rank_translat,pct_rank_speechrec,pct_rank_genai
ssyk96,1,1,"Legislators, senior officials and managers",2012,3,0.6662579137931034,0.17826770413793103,,0.08057864986206896,,,,0.0005369741348275862,,0.021190576724137933,0.0005369741348275862,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2013,3,3.0162682862068966,0.19161679310344826,1.189863703448276,0.11426694,,,,0.0015007606368965516,,0.0342069825862069,0.0015007606368965516,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,,,,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2014,3,4.9855427586206895,0.20496588137931032,1.8980352551724138,0.1494066348275862,,,0.003281670851724138,0.013006943213793103,,0.04364088851724138,0.013006943213793103,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2015,3,8.846232503448276,0.21951146103448277,2.6062068344827587,0.1889668875862069,,0.027582825344827585,0.005514492820689655,0.023552792793103447,0.0033280566689655173,0.23278641655172413,0.08516517296551725,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.6666666666666666,,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2016,3,14.082708137931034,0.2725224065517241,2.807345210344828,0.1931328651724138,0.05024342448275862,0.3572482175862069,0.14440498893103448,0.03914912868965517,0.009429735210344828,0.2636429975862069,0.5734953937931034,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2017,3,14.650570689655172,0.2743349975862069,2.825501127586207,0.21506791137931036,0.06932039293103448,0.3572988806896552,0.14835127327586206,0.04190578110344828,0.01361706999310345,0.274512014137931,0.5770483496551724,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2018,3,17.174523275862068,0.27448692,3.2370221517241378,0.22780915931034482,0.06935603148275862,0.422482355862069,0.15593670965517242,0.09948785258620689,0.018853422482758623,0.30197984275862066,0.8220525320689656,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2019,3,22.42700651724138,0.2745666220689655,4.070987144827586,0.29932611206896553,0.07484387920689656,0.4712216820689655,0.21000802689655174,0.14259889268965517,0.03647019844827586,0.35993654,1.0053626696551723,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
ssyk96,1,1,"Legislators, senior officials and managers",2020,3,25.092637586206898,0.27460509620689655,4.096572117241379,0.36582147758620687,0.08890939010344828,0.5662107862068965,0.21287107137931033,0.35068784655172414,0.04030520703448276,0.4052431537931035,1.5889566517241378,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2021,3,27.522607241379312,0.2746931186206897,4.100473355172414,0.43253471620689654,0.1573747231034483,0.7285836644827587,0.22484287068965517,0.4209506517241379,0.04200709420689655,0.42776714896551726,2.0347081,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2022,3,30.104285379310344,0.27469319999999997,4.1124579,0.4469257613793104,0.17946759517241379,0.7617973503448275,0.2666303565517241,0.8250092499999999,0.042831425379310346,0.4599890331034483,2.7031213103448275,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,1,"Legislators, senior officials and managers",2023,3,33.8048994137931,0.2746932851724138,4.115603448275862,0.4497883603448276,0.2446144093103448,0.7651575655172413,0.4363394003448276,1.0696347820689656,0.04331102234482759,0.7892985689655172,3.0083115793103445,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
ssyk96,1,2,Professionals,2010,4,0.2896475375757576,0.09184628113636363,,0.028643869833333335,,,,,,0.004394119996969697,,1.0,1.0,,1.0,,,,,,0.8888888888888888,
ssyk96,1,2,Professionals,2011,4,0.4844659433333333,0.18277523133333334,,0.0341046038030303,,,,,,0.008788240048484849,,1.0,1.0,,1.0,,,,,,0.8888888888888888,
ssyk96,1,2,Professionals,2012,4,0.729790411060606,0.1975697009090909,,0.08768433074242424,,,,0.0005992395478787878,,0.022782478592424243,0.0005992395478787878,1.0,1.0,,1.0,,,,1.0,,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2013,4,3.266974342424242,0.21236416833333335,1.2793718206060607,0.12434336168181817,,,,0.0016747829592424243,,0.03677671725757576,0.0016747829592424243,0.5555555555555556,1.0,0.2222222222222222,1.0,,,,1.0,,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2014,4,5.403122177272727,0.22715863530303032,2.0408159106060606,0.16258178912121213,,,0.0037072883651515154,0.014515176798484849,,0.04691932633333333,0.014515176798484849,0.6666666666666666,1.0,0.2222222222222222,1.0,,,1.0,1.0,,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2015,4,9.58522550909091,0.24327914,2.80226001969697,0.2056305866818182,,0.030132330469696968,0.006229697110606061,0.02628388108181818,0.0036365581636363634,0.25027404924242425,0.09394825256060607,0.8888888888888888,1.0,0.2222222222222222,1.0,,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2016,4,15.323509175757575,0.30202986348484845,3.018529156060606,0.21016393506060604,0.05469209846969697,0.390268988030303,0.16313365015151515,0.043688705848484846,0.010303845198484847,0.28344867015151515,0.6292835522727273,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2017,4,15.942790051515152,0.304038716969697,3.0380508924242426,0.2340332843939394,0.0754581881969697,0.39032433106060604,0.16759174975757576,0.04676500915151516,0.014879334116666667,0.29513420166666665,0.6332375816666667,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2018,4,18.69106083030303,0.3042070896969697,3.4805287803030303,0.2478980940909091,0.07549698234848484,0.46153277363636364,0.17616098304545455,0.11102406790909092,0.020601081815151516,0.32466549424242425,0.9035251137878788,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2019,4,24.410140515151515,0.30429541893939394,4.377229187878788,0.3257216415151515,0.08147073777272727,0.5147771183333333,0.23724509834848487,0.1591340946212121,0.03985088371212121,0.3869760806060606,1.1057527415151513,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2020,4,27.328970878787878,0.3043380612121212,4.404738843939394,0.39808078439393935,0.09678164281818182,0.6185461503030304,0.24047946956060606,0.3913522236363636,0.044041386121212125,0.43568626424242424,1.7511279025757576,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2021,4,29.989844772727274,0.30443561106060607,4.408933515151515,0.4706770068181818,0.17130906192424242,0.7959273072727273,0.2540039553030303,0.4697624312121212,0.04590103366666667,0.45990233075757575,2.2419699533333333,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2022,4,32.83598346969697,0.3044357025757576,4.42181961060606,0.48633709999999997,0.1953580877272727,0.8322109630303031,0.30121108651515155,0.9206740577272727,0.04680177746969697,0.4945448218181818,2.984096322727273,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,2,Professionals,2023,4,36.905695424242424,0.30443579772727275,4.425201743939394,0.48945212969696966,0.266273158030303,0.8358817701515151,0.4929306103030303,1.1936653742424244,0.04732583283333334,0.8485931074242424,3.3238506984848484,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
ssyk96,1,3,Technicians and associate professionals,2010,4,0.26669766760563385,0.08498539111267604,,0.026607169591549296,,,,,,0.003888114898591549,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,,,0.6666666666666666,
ssyk96,1,3,Technicians and associate professionals,2011,4,0.4457609335211268,0.1691219761971831,,0.03167962238028169,,,,,,0.007776229811267606,,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,,,0.6666666666666666,
ssyk96,1,3,Technicians and associate professionals,2012,4,0.6690357608450704,0.182811301971831,,0.08144960494366196,,,,0.00048523859873239437,,0.02015896090140845,0.00048523859873239437,0.7777777777777778,0.7777777777777778,,0.7777777777777778,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2013,4,3.2726935436619717,0.19650062690140846,1.3786184207042254,0.11550202261971831,,,,0.0013561677184507042,,0.03254169222535211,0.0013561677184507042,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.7777777777777778,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2014,4,5.399862161971831,0.21018995183098593,2.199131170422535,0.15102153577464789,,,0.002960399304225352,0.011753770585915493,,0.041516329211267605,0.011753770585915493,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.7777777777777778,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2015,4,9.410482887323942,0.22510625957746477,3.0196438985915495,0.19100938253521127,,0.025713644704225352,0.0049746307985915495,0.021283565169014085,0.0030193595211267608,0.22145372887323944,0.07813223439436619,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2016,4,14.554509633802818,0.27946831929577465,3.252689994366197,0.1952203904225352,0.04886582377464789,0.33303889732394365,0.1302679195915493,0.03537724936619718,0.008555071005633803,0.25080812478873243,0.530450377887324,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2017,4,15.118231788732396,0.2813271116901408,3.2737260929577463,0.21739252647887325,0.06741973028169014,0.3330861290140845,0.1338278679859155,0.03786830811267605,0.01235400554084507,0.261148008028169,0.5336708818309859,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2018,4,17.69132683098592,0.28148290647887325,3.7505289830985915,0.23027149014084508,0.06745439149295775,0.3938523743661972,0.14067070125352113,0.08990255177464788,0.017104655084507044,0.28727862563380285,0.758312476056338,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2019,4,23.063386492957743,0.2815646385915493,4.716790488732395,0.3025614522535211,0.07279177115492957,0.4392888253521127,0.1894485014084507,0.1288599980140845,0.033087369985915493,0.34241383352112675,0.9263866398591548,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2020,4,25.62017235211268,0.28160409408450704,4.74643415915493,0.3697755528169014,0.08647162608450704,0.5278408891549295,0.19203125915492958,0.3169003290140845,0.03656665863380282,0.3855147926760564,1.4596344746478873,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2021,4,27.936823774647888,0.28169435802816906,4.750954249295774,0.43720988084507045,0.1530597438028169,0.6792103949295775,0.2028310333802817,0.3803935666197183,0.03811068574647888,0.4069422532394366,1.8694855056338027,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2022,4,30.366118422535212,0.2816944447887324,4.764839983098591,0.45175647507042255,0.1745468598591549,0.7101733254929578,0.24052757746478873,0.7455225564788732,0.03885855471830986,0.4375954871830986,2.4770576802816904,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,3,Technicians and associate professionals,2023,4,33.82975167605634,0.28169453169014086,4.7684844704225355,0.4546500109859155,0.23790744352112675,0.7133058270422535,0.3936223138028169,0.9665792797183098,0.03929366667605634,0.7508733311267606,2.753585628169014,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ssyk96,1,4,Clerks,2010,2,0.28116498411764707,0.08719878876470588,,0.027381206058823528,,,,,,0.004883480111764706,,0.8888888888888888,0.8888888888888888,,0.8888888888888888,,,,,,1.0,
ssyk96,1,4,Clerks,2011,2,0.4709090100000001,0.17352666529411764,,0.032601223235294116,,,,,,0.009766960276470588,,0.8888888888888888,0.8888888888888888,,0.8888888888888888,,,,,,1.0,
ssyk96,1,4,Clerks,2012,2,0.7140250505882353,0.18757251941176473,,0.08381907829411764,,,,0.0005822784264705882,,0.02531969482352941,0.0005822784264705882,0.8888888888888888,0.8888888888888888,,0.8888888888888888,,,,0.8888888888888888,,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2013,2,3.314082611764706,0.20161837999999999,1.3273634764705884,0.11886212664705882,,,,0.0016273791964705883,,0.04087242905882353,0.0016273791964705883,0.7777777777777778,0.8888888888888888,0.4444444444444444,0.8888888888888888,,,,0.8888888888888888,,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2014,2,5.480042670588236,0.21566423294117648,2.1173707529411763,0.1554149505882353,,,0.0034281843470588234,0.01410433355882353,,0.05214459152941177,0.01410433355882353,0.7777777777777778,0.8888888888888888,0.4444444444444444,0.8888888888888888,,,0.8888888888888888,0.8888888888888888,,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2015,2,9.738730311764707,0.23096903000000002,2.907378088235294,0.1965660905882353,,0.026243672705882355,0.005760693035294118,0.025539931647058825,0.0037797434235294115,0.27814632529411765,0.08634855182352941,1.0,0.8888888888888888,0.4444444444444444,0.8888888888888888,,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2016,2,15.241061823529412,0.2867469205882353,3.1317598764705883,0.20089960352941175,0.052509948647058824,0.33990372705882355,0.15085209735294117,0.04245212305882353,0.010709547176470588,0.31501550529411765,0.5622402364705883,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2017,2,15.857760999999998,0.28865412647058825,3.152013882352941,0.22371675647058822,0.07244749517647059,0.33995193470588236,0.15497456870588233,0.04544135347058824,0.015465190829411765,0.32800242294117643,0.5660350341176471,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2018,2,18.588668470588235,0.28881397882352944,3.611089929411765,0.2369703876470588,0.07248474223529412,0.40197073470588235,0.16289866423529412,0.10788159705882353,0.021412225529411768,0.3608225264705882,0.8146559270588236,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2019,2,24.295216470588237,0.28889783764705884,4.541427270588236,0.3113633570588235,0.07822015076470588,0.44834375705882357,0.21938404705882353,0.154629897,0.04141996511764706,0.4300724582352941,1.0006759670588234,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.7777777777777778
ssyk96,1,4,Clerks,2020,2,27.13600888235294,0.28893832235294115,4.569968870588235,0.38053280352941177,0.0929201691764706,0.5387211223529412,0.2223749188235294,0.38027523235294114,0.045775464529411766,0.484207345882353,1.6016280017647058,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2021,2,29.674774705882353,0.2890309341176471,4.5743208529411765,0.44992888000000003,0.16447403647058825,0.6932107635294118,0.2348812105882353,0.4564660870588235,0.047708333470588234,0.5111202917647059,2.04877724117647,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2022,2,32.44104147058823,0.2890310241176471,4.5876903411764705,0.4648986523529412,0.18756353470588236,0.724811924117647,0.2785343470588235,0.8946149258823529,0.04864454317647059,0.5496208035294118,2.753304735294118,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,4,Clerks,2023,2,36.505292999999995,0.2890311111764706,4.591199311764705,0.46787637176470587,0.25564918,0.7280090011764706,0.4558202223529412,1.159879378235294,0.04918923170588235,0.9430983947058823,3.079870817647059,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,1.0,1.0,0.8888888888888888
ssyk96,1,5,Service workers and shop sales workers,2010,2,0.22159104518518521,0.0703043992962963,,0.021760879407407407,,,,,,0.0034272420814814818,,0.3333333333333333,0.2222222222222222,,0.1111111111111111,,,,,,0.5555555555555556,
ssyk96,1,5,Service workers and shop sales workers,2011,2,0.3708729681481482,0.13990661962962964,,0.025909424370370374,,,,,,0.006854484151851852,,0.3333333333333333,0.2222222222222222,,0.1111111111111111,,,,,,0.5555555555555556,
ssyk96,1,5,Service workers and shop sales workers,2012,2,0.557234597037037,0.15123115148148147,,0.0666141904074074,,,,0.00038990475555555557,,0.017769443551851852,0.00038990475555555557,0.5555555555555556,0.2222222222222222,,0.1111111111111111,,,,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2013,2,2.922005603703704,0.16255568407407406,1.2902738592592593,0.09446422529629629,,,,0.0010897241937037037,,0.028684403185185187,0.0010897241937037037,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,,,,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2014,2,4.821213696296296,0.17388021740740742,2.0582065333333333,0.1235141342962963,,,0.0022858661999999997,0.009444530818518518,,0.03659524255555556,0.009444530818518518,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,,,0.5555555555555556,0.5555555555555556,,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2015,2,8.358133607407407,0.18621977444444443,2.8261392296296295,0.15621850407407406,,0.020433507851851853,0.003841150925925926,0.01710202581851852,0.0025342818407407407,0.1952039851851852,0.062434328037037044,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2016,2,12.656434488888888,0.23119093703703705,3.0442513037037036,0.15966250851851851,0.040196597555555554,0.26465142407407405,0.10058610211111112,0.02842675277777778,0.0071806491074074075,0.22107889333333333,0.422657562962963,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2017,2,13.134092444444445,0.2327286288888889,3.0639393407407405,0.17779616222222222,0.05545887788888889,0.2646889551851852,0.1033349095925926,0.030428398222222222,0.01036926277037037,0.23019315222222222,0.4252423140740741,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2018,2,15.365867666666666,0.23285750925925924,3.5101877629629628,0.18832932222222223,0.05548738981481481,0.31297723222222223,0.10861858885185185,0.07223957866666667,0.014356692544444445,0.2532264096296296,0.6047815207407408,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2019,2,20.02495111111111,0.2329251203703704,4.414529388888889,0.24745222777777778,0.05987787148148148,0.34908359296296293,0.14628226677777778,0.10354313374074074,0.027771691629629627,0.30182623296296296,0.7391108614814814,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2020,2,22.147463962962963,0.23295776185185185,4.442273381481481,0.3024237996296296,0.07113079962962963,0.4194520392592593,0.1482765374074074,0.25463956074074073,0.030692011851851855,0.33981827444444446,1.1658240811111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2021,2,24.045112444444445,0.23303243185185185,4.446503855555555,0.3575754877777778,0.12590560025925926,0.5397387618518519,0.1566155598888889,0.3056584137037037,0.031987982222222225,0.35870586037037033,1.4930625074074073,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2022,2,26.038816703703702,0.233032502962963,4.459499703703703,0.3694725322222222,0.14358071222222224,0.564343647037037,0.1857228685185185,0.59905125,0.03261570177777778,0.3857256488888889,1.9801817814814815,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,5,Service workers and shop sales workers,2023,2,28.905090962962962,0.23303257481481482,4.4629107,0.37183903555555553,0.19570057148148148,0.566832902962963,0.30393465296296296,0.776677401111111,0.03298091048148148,0.6618694825925926,2.2021526666666666,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
ssyk96,1,6,Skilled agricultural and fishery workers,2010,1,0.21697454,0.0706648110909091,,0.02245314727272727,,,,,,0.002542146709090909,,0.2222222222222222,0.3333333333333333,,0.3333333333333333,,,,,,0.3333333333333333,
